,geo,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,image_id,point_id,timestamp
378,,426,9111,5197,3938,8821,8469,8420,8901,8535,8369,8445,8232,9327,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,892,2024-11-09,20241109T103241_20241109T103240_T32UNE,0,1731148558960
379,,138,5676,3654,2803,5158,4839,4737,5132,5038,4935,5118,4878,8528,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,891,2024-11-12,20241112T104301_20241112T104417_T32UNE,0,1731408356601
380,,84,7937,4834,3793,7676,7227,7131,7441,7307,7269,7577,7147,10152,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,651,2024-11-14,20241114T103209_20241114T103209_T32UNE,0,1731580557372
381,,60,7,1698,861,220,606,311,1292,3813,4314,4576,4550,4428,0,0,0,0,0,-9999,-9999,0,4,24,62,33,1282,2024-11-17,20241117T104229_20241117T104228_T32UNE,0,1731840355769
382,,60,6384,2565,2896,5611,5315,5396,5976,5914,5818,5763,5720,13320,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,999,2024-11-19,20241119T103331_20241119T103329_T32UNE,0,1732012561211
383,,156,11702,4497,4882,11509,11268,11528,12272,11981,11744,12294,11613,15065,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,777,2024-11-22,20241122T104351_20241122T104435_T32UNE,0,1732272357158
384,,192,3105,2359,2010,3220,3219,3164,3357,4066,4379,4595,4549,2328,1,0,0,100,0,-9999,-9999,2048,9,255,255,255,-9999,2024-11-24,20241124T103259_20241124T103254_T32UNE,0,1732444562610
385,,90,295,1358,636,338,597,290,1141,3292,3630,3916,3873,3831,0,0,0,0,0,-9999,-9999,0,4,35,62,30,972,2024-11-29,20241129T103401_20241129T103404_T32UNE,0,1732876560264
386,,143,6569,2925,1655,6166,5592,5538,5766,5602,5497,5447,5370,5035,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1325,2024-12-02,20241202T104421_20241202T104437_T32UNE,0,1733136358084
387,,60,6902,2975,2105,6630,5872,5747,5748,5575,5459,5937,5319,4686,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,0,1733740562638
388,,60,7159,3552,2798,6893,6166,6049,6087,6002,5800,6234,5737,5360,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,0,1733740589972
389,,144,9066,4813,4241,8999,8446,8839,9439,9167,9165,9143,8997,14925,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,0,1734172562760
390,,54,6668,3596,2543,5985,5433,5502,5931,5649,5456,5446,5363,7709,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,0,1734604560585
391,,72,1003,1487,1094,1074,1177,1062,1663,2675,2908,3077,3113,5214,1,0,0,65,0,-9999,-9999,2048,8,110,120,109,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,0,1735036563067
392,,102,6832,4515,2849,6372,5941,6292,5985,6208,6489,6471,6696,1122,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,0,1735468562441
